ID,kraken,mapped_bases,error_rate,indel_ratio,insert_size,insert_size_rev,heterozygous_snps
SRR5033665, 58.31, 68.94, 1.580159e-02, 1.0328558435652568, 34.65, 126.80, 1.74
SRR5033666, 77.93, 64.91, 2.230803e-02, 2.230803e-02, 34.76, 119.31, 0.97
SRR5033667, 34.83, 73.86, 1.373978e-02, 1.373978e-02, 42.04, 67.36, 1.39
SRR5033710, 46.76, 73.86, 9.396047e-03, 9.396047e-03, 35.51, 96.68, 3.68
SRR5033711, 40.71, 61.97, 1.059542e-02, 1.1476554391923766, 36.18, 105.88, 2.87
SRR5033712, 40.18, 74.06, 9.489803e-03, 9.489803e-03, 42.67, 64.66, 2.11
SRR5033714, 56.42, 65.53, 1.580185e-02, 1.173174258857556, 32.64, 146.56, 1.68
SRR5033715, 76.91, 64.65, 2.375429e-02, 2.375429e-02, 40.17, 72.54, 0.86
SRR5033716, 76.23, 66.16, 2.335266e-02, 2.335266e-02, 41.98, 66.67, 0.85
SRR5033717, 39.52, 66.09, 9.384534e-03, 9.384534e-03, 44.90, 55.43, 1.40
SRR5033718, 43.81, 74.31, 1.621692e-02, 1.621692e-02, 44.07, 58.70, 1.34
SRR5033719, 58.13, 65.51, 1.584277e-02, 1.1215836238893262, 30.32, 172.73, 1.51
SRR5034902, 57.79, 72.03, 1.605890e-02, 1.605890e-02, 40.63, 73.68, 0.97
SRR5034920, 61.19, 71.75, 1.887744e-02, 1.887744e-02, 43.47, 60.70, 0.89
SRR5034922, 64.76, 69.67, 1.743871e-02, 1.743871e-02, 56.15, 41.36, 0.77
SRR5034923, 61.16, 71.25, 1.793645e-02, 1.793645e-02, 40.57, 60.67, 0.80
SRR5034924, 61.00, 70.95, 1.922714e-02, 1.922714e-02, 40.12, 67.31, 0.74
SRR5034925, 61.89, 70.93, 1.744622e-02, 1.744622e-02, 49.92, 48.06, 0.77
SRR5034926, 55.65, 67.08, 1.936097e-02, 1.936097e-02, 39.49, 87.27, 1.06
SRR5034927, 54.39, 68.13, 2.000299e-02, 1.0190110898023848, 42.55, 74.19, 1.08
SRR5034928, 54.64, 68.32, 1.978858e-02, 1.978858e-02, 38.01, 96.82, 1.00
SRR5034929, 56.57, 66.56, 1.979304e-02, 1.979304e-02, 35.19, 105.17, 1.08
SRR5034940, 56.45, 67.28, 1.951616e-02, 1.951616e-02, 36.43, 97.60, 0.98
SRR5034941, 61.34, 73.27, 1.943574e-02, 1.943574e-02, 34.59, 76.37, 0.79
SRR5034942, 55.55, 67.51, 1.969795e-02, 1.969795e-02, 38.94, 88.41, 1.04
SRR5034943, 54.78, 68.30, 1.968555e-02, 1.968555e-02, 43.26, 70.91, 0.98
SRR5034944, 56.08, 66.10, 1.966967e-02, 1.966967e-02, 37.20, 100.00, 1.00
SRR5034945, 54.97, 58.50, 2.066239e-02, 1.0862275449101797, 37.63, 108.21, 1.03
SRR5034946, 57.22, 66.53, 1.586243e-02, 1.0216045909755822, 34.97, 120.78, 1.03
SRR5034947, 56.43, 67.74, 1.952678e-02, 1.952678e-02, 35.74, 104.27, 1.05
SRR5034980, 42.82, 60.32, 4.807882e-03, 1.2636664124078312, 27.23, 180.65, 8.58
SRR5034981, 40.43, 79.43, 9.774532e-03, 9.774532e-03, 33.67, 110.16, 2.55
SRR5034982, 73.60, 77.00, 2.376317e-02, 2.376317e-02, 42.14, 71.36, 0.48
SRR5034983, 73.67, 56.79, 2.231667e-02, 1.0317394888705689, 31.88, 160.48, 0.83
SRR5034985, 25.79, 26.72, 4.442452e-02, 4.442452e-02, 35.58, 113.69, 1.09
SRR5034987, 39.89, 77.92, 9.199146e-03, 9.199146e-03, 16.03, 233.98, 2.57
SRR5035011, 44.54, 70.15, 9.306601e-03, 1.0529493729679518, 36.91, 103.77, 4.06
SRR5035013, 38.53, 86.96, 9.043820e-03, 9.043820e-03, 32.35, 112.17, 1.46
SRR5035015, 46.18, 81.00, 1.178581e-02, 1.178581e-02, 32.80, 138.89, 2.77
SRR5035016, 37.18, 68.72, 9.805090e-03, 9.805090e-03, 36.42, 102.04, 1.41
SRR5038953, 64.04, 68.62, 1.891115e-02, 1.891115e-02, 31.26, 102.55, 0.73
SRR5038954, 65.07, 70.78, 1.868878e-02, 1.868878e-02, 38.95, 68.93, 0.74
SRR5461667, 48.47, 66.25, 1.484363e-02, 1.484363e-02, 17.08, 206.86, 1.44
SRR5470215, 41.73, 84.36, 9.489890e-03, 9.489890e-03, 40.00, 78.10, 2.96
SRR5470216, 46.96, 82.70, 1.240109e-02, 1.240109e-02, 44.61, 60.96, 2.00
SRR5470218, 38.06, 80.41, 1.403255e-02, 1.403255e-02, 36.57, 90.27, 2.54
SRR5470219, 39.03, 83.49, 9.505992e-03, 9.505992e-03, 29.86, 167.13, 3.25
SRR5470230, 38.50, 80.28, 9.583906e-03, 9.583906e-03, 38.07, 83.42, 2.78
SRR5470231, 39.37, 80.89, 9.144848e-03, 9.144848e-03, 31.96, 165.15, 3.24
SRR5470232, 36.56, 83.78, 9.592744e-03, 9.592744e-03, 34.61, 119.77, 3.13
SRR5470233, 43.89, 74.24, 9.695605e-03, 9.695605e-03, 36.74, 112.12, 2.69
SRR5470234, 45.22, 80.81, 1.200122e-02, 1.200122e-02, 42.13, 70.74, 1.80
SRR5470235, 36.77, 86.51, 8.925163e-03, 8.925163e-03, 30.16, 145.51, 2.24
SRR5470236, 42.02, 74.25, 9.769239e-03, 9.769239e-03, 33.19, 127.48, 3.52
SRR5470237, 38.04, 85.23, 9.326872e-03, 9.326872e-03, 39.69, 87.23, 3.43
SRR5470238, 42.25, 87.81, 1.122084e-02, 1.122084e-02, 27.84, 211.28, 0.77
SRR5470239, 35.07, 83.27, 1.013108e-02, 1.013108e-02, 37.45, 104.22, 1.37
SRR5470250, 44.92, 75.27, 1.208363e-02, 1.208363e-02, 31.71, 147.01, 2.07
SRR5470251, 38.51, 71.50, 1.023186e-02, 1.023186e-02, 14.52, 288.35, 4.44
SRR5470252, 57.46, 74.30, 1.893787e-02, 1.893787e-02, 28.80, 164.23, 1.55
SRR5470253, 43.29, 86.59, 1.105201e-02, 1.105201e-02, 40.48, 83.43, 1.05
SRR5470254, 43.07, 88.24, 1.107662e-02, 1.107662e-02, 28.45, 194.52, 0.93
SRR5470255, 35.55, 86.43, 4.358587e-03, 4.358587e-03, 32.90, 148.78, 2.48
SRR5470256, 41.28, 86.64, 1.079398e-02, 1.079398e-02, 37.19, 108.09, 1.08
SRR5470257, 33.85, 82.25, 4.661674e-03, 4.661674e-03, 1.25, 98.41, 4.14
SRR5470259, 42.94, 87.60, 1.099239e-02, 1.099239e-02, 26.10, 233.58, 0.78
SRR5470264, 39.11, 79.55, 9.714097e-03, 9.714097e-03, 36.89, 107.65, 1.98
SRR5998772, 42.86, 74.53, 1.657843e-02, 1.657843e-02, 37.55, 105.23, 1.31
SRR5998798, 44.13, 73.76, 1.622795e-02, 1.622795e-02, 36.11, 121.43, 1.85
SRR6001150, 46.02, 72.08, 1.626031e-02, 1.626031e-02, 26.86, 192.61, 1.20
SRR6001151, 46.41, 72.85, 1.632909e-02, 1.632909e-02, 28.49, 167.79, 1.15
SRR6001152, 49.54, 71.92, 1.754897e-02, 1.754897e-02, 33.49, 116.49, 1.21
SRR6001153, 45.19, 72.04, 1.600246e-02, 1.600246e-02, 34.23, 108.15, 1.19
SRR6001154, 45.55, 72.13, 1.606457e-02, 1.606457e-02, 25.87, 217.37, 1.23
SRR6001155, 44.88, 73.81, 2.138768e-02, 2.138768e-02, 56.96, 42.15, 1.07
SRR6001156, 44.28, 71.96, 1.566915e-02, 1.566915e-02, 38.12, 73.76, 31.73
SRR6001157, 47.21, 72.77, 1.706038e-02, 1.706038e-02, 35.60, 92.07, 1.88
SRR6001158, 45.42, 72.10, 1.601654e-02, 1.601654e-02, 31.18, 135.63, 1.75
SRR6001159, 46.36, 74.21, 1.641394e-02, 1.641394e-02, 32.20, 109.05, 0.71
SRR6001190, 44.70, 73.20, 1.665446e-02, 1.665446e-02, 27.95, 162.99, 2.22
SRR6001191, 44.50, 69.09, 1.607392e-02, 1.607392e-02, 30.74, 141.55, 1.18
SRR6001192, 45.57, 70.56, 1.592368e-02, 1.592368e-02, 19.47, 303.97, 2.00
SRR6001194, 45.47, 73.13, 1.618139e-02, 1.618139e-02, 25.86, 209.09, 1.03
SRR6001195, 47.11, 72.60, 1.621285e-02, 1.621285e-02, 32.88, 124.12, 1.46
SRR6001290, 57.62, 74.31, 1.543419e-02, 1.543419e-02, 30.85, 155.24, 1.06
SRR6001291, 54.01, 72.69, 1.551145e-02, 1.551145e-02, 24.18, 219.83, 1.62
SRR6001292, 55.00, 72.86, 1.549640e-02, 1.549640e-02, 20.56, 262.02, 0.96
SRR6001293, 57.46, 71.61, 1.570362e-02, 1.570362e-02, 33.45, 131.82, 1.17
SRR6001294, 57.09, 70.64, 1.561587e-02, 1.561587e-02, 36.38, 111.54, 0.98
SRR6001295, 56.12, 71.09, 1.629920e-02, 1.629920e-02, 27.20, 165.57, 1.16
SRR6001296, 56.78, 73.86, 1.533056e-02, 1.533056e-02, 32.19, 152.17, 0.96
SRR6001297, 55.55, 72.78, 1.548756e-02, 1.548756e-02, 32.08, 146.62, 0.94
SRR6001298, 53.39, 69.94, 1.930193e-02, 1.930193e-02, 34.42, 120.61, 1.17
SRR6001299, 54.89, 60.15, 1.801861e-02, 1.801861e-02, 35.19, 145.93, 2.25
SRR6001300, 56.19, 73.55, 1.577830e-02, 1.577830e-02, 35.32, 109.87, 0.93
SRR6001301, 55.71, 73.80, 1.539433e-02, 1.539433e-02, 30.21, 180.00, 0.98
SRR6001302, 58.65, 71.93, 1.600834e-02, 1.600834e-02, 36.34, 109.88, 1.14
SRR6001303, 54.27, 71.69, 1.495571e-02, 1.495571e-02, 21.00, 200.92, 1.07
SRR6001304, 54.98, 72.09, 1.521297e-02, 1.521297e-02, 24.74, 220.80, 1.04
SRR6001305, 55.59, 74.93, 1.600043e-02, 1.600043e-02, 41.81, 75.14, 1.15
SRR6001306, 52.49, 74.81, 1.514026e-02, 1.514026e-02, 27.82, 169.92, 1.21
SRR6001307, 55.91, 74.20, 1.548670e-02, 1.548670e-02, 17.83, 277.05, 0.93
SRR6001308, 55.05, 74.21, 1.568223e-02, 1.568223e-02, 35.10, 131.34, 1.01
SRR6001309, 58.19, 75.48, 1.579686e-02, 1.579686e-02, 38.76, 90.53, 0.96
SRR6001320, 55.71, 72.75, 1.521411e-02, 1.521411e-02, 25.09, 202.46, 1.03
SRR6001321, 56.13, 70.99, 1.610034e-02, 1.610034e-02, 35.38, 110.12, 0.96
SRR6001322, 57.98, 72.77, 1.533229e-02, 1.533229e-02, 30.75, 159.21, 0.95
SRR6001323, 57.98, 69.49, 1.581242e-02, 1.581242e-02, 33.14, 134.93, 1.02
SRR6001324, 52.03, 69.95, 1.536281e-02, 1.536281e-02, 19.30, 284.43, 0.91
SRR6001325, 57.47, 70.68, 1.589732e-02, 1.589732e-02, 39.11, 87.05, 1.06
SRR6001326, 57.03, 70.51, 1.638567e-02, 1.638567e-02, 34.62, 121.29, 0.97
SRR6001327, 55.00, 77.91, 1.575045e-02, 1.575045e-02, 40.59, 79.66, 0.97
SRR6001328, 53.16, 75.17, 1.537404e-02, 1.537404e-02, 15.49, 246.08, 1.07
SRR6001329, 57.67, 72.58, 1.613835e-02, 1.613835e-02, 35.75, 117.07, 0.99
SRR6001340, 56.06, 75.33, 1.547243e-02, 1.547243e-02, 38.89, 88.21, 1.55
SRR6001341, 54.78, 73.45, 1.515685e-02, 1.515685e-02, 24.42, 211.38, 0.97
SRR6001343, 54.47, 70.71, 1.894123e-02, 1.894123e-02, 40.90, 89.09, 1.54
SRR6001344, 60.62, 66.62, 1.676100e-02, 1.676100e-02, 32.78, 120.07, 0.91
SRR6051780, 46.74, 72.38, 9.578524e-03, 9.578524e-03, 38.42, 84.66, 3.95
SRR6051781, 58.42, 73.10, 1.596200e-02, 1.596200e-02, 36.99, 101.72, 1.03
SRR6051782, 54.87, 71.06, 1.636061e-02, 1.636061e-02, 36.58, 109.72, 1.19
SRR6051783, 56.95, 70.70, 1.573186e-02, 1.573186e-02, 36.14, 113.10, 1.05
SRR6051784, 57.01, 73.76, 1.537593e-02, 1.537593e-02, 31.51, 148.05, 1.02
SRR6051785, 56.24, 71.38, 1.547386e-02, 1.547386e-02, 31.11, 166.67, 1.15
SRR6051786, 58.23, 72.03, 1.592734e-02, 1.592734e-02, 35.77, 113.25, 1.03
SRR6051787, 60.24, 69.91, 1.627404e-02, 1.627404e-02, 38.78, 83.17, 1.08
SRR6051788, 56.29, 70.36, 1.549513e-02, 1.549513e-02, 24.70, 206.61, 1.08
SRR6051789, 53.55, 67.55, 1.874481e-02, 1.874481e-02, 37.93, 94.74, 1.16
SRR6051812, 54.45, 72.81, 1.645313e-02, 1.645313e-02, 32.73, 136.64, 1.08
SRR6051885, 50.30, 62.55, 1.618408e-02, 1.618408e-02, 43.04, 70.81, 1.28
SRR6051890, 55.08, 72.61, 1.564465e-02, 1.564465e-02, 36.07, 106.78, 1.01
SRR6051891, 57.44, 76.50, 1.561770e-02, 1.561770e-02, 45.29, 58.65, 0.97
SRR6051892, 55.99, 71.30, 1.537714e-02, 1.537714e-02, 37.25, 115.38, 0.98
SRR6051893, 52.00, 66.70, 2.041103e-02, 2.041103e-02, 38.58, 86.24, 1.19
SRR6051894, 59.77, 73.87, 1.598153e-02, 1.598153e-02, 39.59, 82.49, 0.93
SRR6051895, 58.27, 71.76, 1.629530e-02, 1.629530e-02, 34.83, 116.27, 1.10
SRR6051896, 58.39, 76.09, 1.605620e-02, 1.605620e-02, 38.87, 85.58, 1.03
SRR6051897, 57.88, 74.48, 1.581618e-02, 1.581618e-02, 38.23, 86.41, 0.88
SRR6051898, 56.09, 73.19, 1.530168e-02, 1.530168e-02, 33.97, 139.71, 0.93
SRR6051899, 59.05, 72.13, 1.583961e-02, 1.583961e-02, 35.05, 108.98, 1.18
SRR6051900, 56.66, 73.25, 1.559757e-02, 1.559757e-02, 38.27, 92.93, 1.01
SRR6051901, 57.14, 73.13, 1.564536e-02, 1.564536e-02, 39.34, 84.04, 0.93
SRR6051902, 58.96, 75.42, 1.581236e-02, 1.581236e-02, 38.74, 89.85, 1.01
SRR6051903, 58.30, 75.59, 1.585240e-02, 1.585240e-02, 37.15, 101.06, 0.95
SRR6051904, 57.06, 71.75, 1.565849e-02, 1.565849e-02, 36.43, 106.63, 1.02
SRR6051905, 52.30, 64.99, 2.901073e-02, 2.901073e-02, 43.49, 72.73, 0.99
SRR6051906, 59.64, 75.74, 1.691302e-02, 1.691302e-02, 41.25, 72.29, 1.05
SRR6051914, 56.94, 73.59, 1.537184e-02, 1.537184e-02, 30.32, 166.43, 0.90
SRR6051920, 56.11, 72.34, 1.569392e-02, 1.569392e-02, 36.63, 112.73, 1.04
SRR6051921, 60.02, 73.12, 1.603949e-02, 1.603949e-02, 38.84, 85.92, 0.90
SRR6051922, 53.09, 71.88, 1.524812e-02, 1.524812e-02, 18.20, 199.04, 0.97
SRR6051923, 57.58, 73.09, 1.614522e-02, 1.614522e-02, 33.19, 130.26, 1.06
SRR6051924, 57.98, 73.43, 1.585930e-02, 1.585930e-02, 35.82, 119.39, 0.86
SRR6051925, 56.26, 73.12, 1.569556e-02, 1.569556e-02, 33.35, 135.56, 0.95
SRR6051926, 56.34, 72.88, 1.521353e-02, 1.521353e-02, 27.46, 190.32, 1.05
SRR6051927, 56.94, 72.47, 1.532032e-02, 1.532032e-02, 28.63, 194.70, 0.95
SRR6051928, 58.18, 73.60, 1.623528e-02, 1.623528e-02, 35.41, 105.36, 0.95
SRR6051929, 56.53, 73.14, 1.554537e-02, 1.554537e-02, 29.03, 151.94, 0.96
SRR6051940, 57.59, 72.80, 1.647101e-02, 1.647101e-02, 37.10, 100.00, 1.00
SRR6051941, 58.65, 70.99, 1.607825e-02, 1.607825e-02, 39.82, 79.05, 1.30
SRR6051942, 52.49, 65.41, 2.918549e-02, 2.918549e-02, 43.20, 75.00, 0.99
SRR6051943, 58.20, 77.86, 1.623074e-02, 1.623074e-02, 39.31, 81.43, 0.94
SRR6051944, 55.99, 74.02, 1.590694e-02, 1.590694e-02, 38.00, 108.90, 1.06
SRR6051945, 57.66, 72.35, 1.589620e-02, 1.589620e-02, 33.64, 118.39, 1.09
SRR6051946, 58.93, 73.84, 1.627539e-02, 1.627539e-02, 34.64, 114.45, 0.94
SRR6051947, 59.03, 73.57, 1.567804e-02, 1.567804e-02, 36.92, 98.36, 1.01
SRR6051948, 53.82, 71.14, 1.496779e-02, 1.496779e-02, 34.70, 143.94, 1.01
SRR6051949, 56.97, 70.17, 1.564115e-02, 1.564115e-02, 33.63, 141.03, 0.98
SRR6051960, 58.76, 70.65, 1.695446e-02, 1.695446e-02, 39.23, 89.39, 1.05
SRR6051961, 56.43, 68.77, 1.522349e-02, 1.522349e-02, 15.09, 267.62, 0.99
SRR6051962, 55.70, 75.09, 1.690735e-02, 1.690735e-02, 37.57, 96.00, 1.01
SRR6051963, 54.61, 71.10, 1.488489e-02, 1.488489e-02, 26.61, 196.75, 1.03
SRR6051966, 53.60, 69.77, 1.520787e-02, 1.520787e-02, 25.15, 201.63, 1.18
SRR6051967, 54.16, 71.47, 1.518453e-02, 1.518453e-02, 26.48, 188.62, 1.24
SRR6052010, 53.82, 69.49, 1.503299e-02, 1.503299e-02, 29.79, 172.80, 1.06
SRR6052011, 55.88, 71.58, 1.520559e-02, 1.520559e-02, 27.43, 182.11, 0.94
SRR6052012, 54.37, 71.15, 1.509790e-02, 1.509790e-02, 25.91, 204.03, 0.99
SRR6052013, 58.50, 69.88, 1.649426e-02, 1.649426e-02, 35.69, 113.55, 0.65
SRR6052014, 57.41, 73.50, 1.639014e-02, 1.639014e-02, 42.18, 72.04, 1.19
SRR6052015, 54.56, 74.45, 1.508758e-02, 1.508758e-02, 29.46, 171.20, 1.08
SRR6052016, 58.94, 73.23, 1.608321e-02, 1.608321e-02, 36.41, 120.00, 1.21
SRR6052017, 59.43, 73.23, 1.655412e-02, 1.655412e-02, 40.18, 74.89, 1.09
SRR6052018, 56.57, 73.00, 1.557362e-02, 1.557362e-02, 29.57, 174.05, 0.93
SRR6052019, 55.16, 70.17, 1.541671e-02, 1.541671e-02, 27.28, 186.18, 1.18
SRR6052021, 51.37, 73.60, 1.523282e-02, 1.523282e-02, 35.25, 122.14, 2.15
SRR6052022, 38.17, 50.67, 1.564320e-02, 1.564320e-02, 35.55, 134.03, 0.93
SRR6052024, 51.97, 74.94, 1.495445e-02, 1.495445e-02, 30.65, 152.85, 1.11
SRR6052026, 57.67, 71.96, 1.725063e-02, 1.725063e-02, 42.48, 69.42, 1.13
SRR6052029, 57.13, 72.85, 1.668681e-02, 1.668681e-02, 32.91, 126.21, 0.95
SRR6052032, 56.50, 72.59, 1.594432e-02, 1.594432e-02, 41.58, 86.62, 0.74
SRR6052033, 54.99, 73.93, 1.513945e-02, 1.513945e-02, 33.15, 137.93, 1.55
SRR6052034, 57.96, 70.57, 1.598408e-02, 1.598408e-02, 28.70, 162.24, 1.04
SRR6052037, 55.30, 75.54, 1.606130e-02, 1.606130e-02, 36.94, 106.10, 1.57
SRR6052038, 58.47, 73.35, 1.619361e-02, 1.619361e-02, 33.09, 119.88, 1.01
SRR6052039, 57.87, 69.57, 1.610058e-02, 1.610058e-02, 34.83, 128.21, 1.08
SRR6052050, 54.28, 74.40, 1.538965e-02, 1.538965e-02, 18.63, 284.43, 0.98
SRR6052051, 56.47, 75.30, 1.553058e-02, 1.553058e-02, 40.20, 85.87, 1.63
SRR6052052, 60.77, 61.04, 1.804306e-02, 1.804306e-02, 34.13, 117.86, 2.20
SRR6052053, 49.24, 76.47, 1.508341e-02, 1.508341e-02, 17.05, 185.29, 1.08
SRR6052054, 57.85, 73.33, 1.592207e-02, 1.592207e-02, 34.02, 129.87, 1.00
SRR6052055, 52.61, 71.44, 1.458718e-02, 1.458718e-02, 15.43, 240.78, 1.62
SRR6052056, 55.68, 62.25, 1.535826e-02, 1.535826e-02, 31.84, 177.94, 3.24
SRR6052058, 58.45, 73.08, 1.586945e-02, 1.586945e-02, 37.03, 110.12, 1.06
SRR6052059, 59.32, 72.09, 1.640283e-02, 1.640283e-02, 37.67, 97.31, 1.02
SRR6052070, 58.10, 71.86, 1.589597e-02, 1.589597e-02, 33.50, 134.03, 0.91
SRR6052071, 58.04, 73.32, 1.599590e-02, 1.599590e-02, 32.91, 128.93, 1.01
SRR6052072, 50.57, 75.28, 1.500380e-02, 1.500380e-02, 15.06, 204.90, 1.07
SRR6052073, 58.10, 70.71, 1.599004e-02, 1.599004e-02, 37.72, 101.14, 1.03
SRR6052074, 51.16, 73.64, 1.525454e-02, 1.525454e-02, 10.67, 319.61, 0.99
SRR6052075, 55.10, 73.05, 1.531494e-02, 1.531494e-02, 33.96, 133.33, 1.63
SRR6052076, 59.17, 71.42, 1.610588e-02, 1.610588e-02, 38.75, 95.48, 1.03
SRR6052077, 57.44, 71.26, 1.568226e-02, 1.568226e-02, 33.37, 148.28, 1.08
SRR6052078, 61.44, 70.58, 1.858429e-02, 1.858429e-02, 35.35, 100.00, 1.37
SRR6052079, 42.29, 75.82, 1.398006e-02, 1.398006e-02, 1.89, 98.59, 1.31
SRR6052105, 59.71, 64.15, 1.821579e-02, 1.821579e-02, 29.73, 155.95, 1.82
SRR6052106, 56.91, 73.99, 1.558540e-02, 1.558540e-02, 22.20, 234.93, 0.91
SRR6052107, 57.02, 72.99, 1.582039e-02, 1.582039e-02, 33.20, 137.06, 0.98
SRR6052114, 55.83, 73.41, 1.587975e-02, 1.587975e-02, 32.66, 137.50, 1.04
SRR6052116, 52.22, 72.87, 1.534886e-02, 1.534886e-02, 21.04, 243.90, 1.37
SRR6052119, 50.85, 74.74, 1.506972e-02, 1.506972e-02, 14.74, 204.90, 1.19
SRR6052124, 55.02, 72.19, 1.594938e-02, 1.594938e-02, 35.90, 113.99, 1.40
SRR6052126, 61.34, 62.13, 1.772572e-02, 1.772572e-02, 36.29, 108.93, 1.96
SRR6052170, 57.19, 71.86, 1.588629e-02, 1.588629e-02, 36.46, 107.98, 1.06
SRR6052171, 57.32, 74.11, 1.571906e-02, 1.571906e-02, 35.87, 104.57, 1.69
SRR6052172, 47.94, 72.69, 1.463909e-02, 1.463909e-02, 17.40, 162.75, 1.04
SRR6052173, 62.68, 67.99, 1.834998e-02, 1.834998e-02, 32.31, 130.27, 1.46
SRR6052174, 55.24, 73.90, 1.542078e-02, 1.542078e-02, 18.81, 290.24, 0.91
SRR6052175, 59.42, 72.00, 1.616766e-02, 1.616766e-02, 34.19, 116.27, 1.11
SRR6052176, 52.25, 71.16, 1.539857e-02, 1.539857e-02, 10.79, 349.51, 0.96
SRR6052177, 57.92, 72.78, 1.644950e-02, 1.644950e-02, 38.40, 98.79, 1.02
SRR6052178, 54.34, 75.65, 1.589826e-02, 1.589826e-02, 35.11, 115.48, 1.66
SRR6052180, 49.07, 65.80, 1.533922e-02, 1.533922e-02, 11.50, 330.77, 0.99
SRR6052181, 51.05, 69.14, 1.528711e-02, 1.528711e-02, 10.91, 346.08, 1.00
SRR6052690, 54.07, 73.59, 1.526486e-02, 1.526486e-02, 10.81, 350.00, 0.67
SRR6052691, 53.48, 75.99, 1.547501e-02, 1.547501e-02, 11.66, 340.00, 1.11
SRR6052693, 51.63, 71.21, 1.522745e-02, 1.522745e-02, 10.47, 336.27, 1.12
SRR6052694, 50.89, 74.15, 1.504750e-02, 1.504750e-02, 15.27, 193.14, 1.05
SRR6052699, 62.67, 66.14, 1.767644e-02, 1.767644e-02, 31.73, 134.76, 1.81
SRR6052740, 60.52, 67.78, 1.692674e-02, 1.692674e-02, 32.65, 153.10, 2.56
SRR6052743, 59.31, 73.11, 1.640585e-02, 1.640585e-02, 42.62, 73.30, 1.09
SRR6052748, 55.39, 75.87, 1.587950e-02, 1.587950e-02, 31.50, 154.81, 0.87
SRR6052749, 57.86, 70.72, 1.626395e-02, 1.626395e-02, 26.96, 198.35, 1.42
SRR6052770, 52.32, 73.50, 1.537173e-02, 1.537173e-02, 13.92, 286.27, 1.30
SRR6052771, 58.32, 74.64, 1.622708e-02, 1.622708e-02, 39.30, 75.34, 0.95
SRR6052772, 58.37, 74.18, 1.673996e-02, 1.673996e-02, 44.61, 62.11, 0.97
SRR6052773, 55.80, 71.76, 1.682026e-02, 1.682026e-02, 35.04, 121.92, 0.98
SRR6052774, 54.02, 70.31, 1.706962e-02, 1.706962e-02, 39.24, 92.86, 0.98
SRR6052778, 51.27, 70.26, 1.664915e-02, 1.664915e-02, 36.68, 113.22, 1.03
SRR6052779, 54.80, 74.84, 1.566320e-02, 1.566320e-02, 32.14, 163.43, 1.04
SRR6052791, 45.75, 77.84, 1.520772e-02, 1.520772e-02, 19.39, 167.65, 1.96
SRR6052792, 57.81, 69.27, 1.631339e-02, 1.631339e-02, 24.91, 189.71, 1.58
SRR6052793, 55.14, 70.76, 1.608535e-02, 1.608535e-02, 33.75, 137.76, 0.96
SRR6052794, 59.77, 75.54, 1.636404e-02, 1.636404e-02, 32.89, 109.59, 1.17
SRR6052795, 51.43, 71.35, 1.510596e-02, 1.510596e-02, 28.93, 167.74, 1.28
SRR6052796, 55.85, 59.95, 1.626563e-02, 1.626563e-02, 27.02, 178.69, 1.35
SRR6052798, 54.91, 66.76, 3.249763e-02, 3.249763e-02, 38.87, 83.12, 1.07
SRR6052799, 58.61, 58.73, 1.709336e-02, 1.709336e-02, 31.17, 132.14, 2.58
SRR6052902, 60.14, 68.49, 1.636397e-02, 1.636397e-02, 26.41, 184.29, 0.94
SRR6052903, 59.42, 68.58, 1.628692e-02, 1.628692e-02, 29.81, 153.27, 0.93
SRR6052904, 60.34, 72.76, 1.625254e-02, 1.625254e-02, 22.70, 199.39, 0.93
SRR6052905, 59.04, 71.59, 1.594809e-02, 1.594809e-02, 27.33, 185.62, 1.03
SRR6052906, 49.88, 73.59, 1.466488e-02, 1.466488e-02, 19.26, 184.31, 1.11
SRR6052907, 60.46, 67.34, 1.691383e-02, 1.691383e-02, 38.24, 102.98, 1.56
SRR6052908, 57.30, 72.49, 1.693990e-02, 1.693990e-02, 37.87, 82.14, 1.02
SRR6052909, 60.12, 76.64, 1.703712e-02, 1.703712e-02, 34.55, 117.47, 0.97
SRR6052920, 63.31, 60.45, 1.724719e-02, 1.724719e-02, 31.65, 130.36, 1.98
SRR6052924, 58.10, 73.85, 2.031153e-02, 2.031153e-02, 49.70, 51.14, 0.79
SRR6052925, 56.33, 72.18, 1.645030e-02, 1.645030e-02, 39.96, 87.64, 1.02
SRR6052929, 57.12, 73.13, 1.583328e-02, 1.583328e-02, 26.40, 187.66, 1.00
SRR6052999, 55.25, 75.98, 1.636144e-02, 1.636144e-02, 36.04, 127.08, 1.01
SRR6053010, 47.70, 77.93, 1.548177e-02, 1.548177e-02, 23.50, 135.58, 1.04
SRR6053011, 56.03, 73.73, 1.566228e-02, 1.566228e-02, 32.81, 156.64, 1.10
SRR6053012, 59.51, 70.57, 1.610123e-02, 1.610123e-02, 27.66, 175.76, 0.86
SRR6053013, 57.67, 56.18, 1.767487e-02, 1.767487e-02, 27.02, 177.03, 2.02
SRR6053014, 59.89, 70.85, 1.625445e-02, 1.625445e-02, 30.91, 162.16, 0.90
SRR6053015, 53.11, 73.64, 1.576190e-02, 1.576190e-02, 29.56, 160.98, 0.96
SRR6053016, 59.01, 63.58, 1.560348e-02, 1.560348e-02, 31.11, 150.00, 0.93
SRR6053017, 57.74, 74.21, 1.604503e-02, 1.604503e-02, 34.79, 116.67, 1.03
